epoch,accuracy,learning_rate,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.2766798436641693,9.999999747378752e-05,19.260427474975586,0.3497942388057709,0.08399209380149841,0.5069582462310791,18.703460693359375,1.0,0.005964214913547039
1,0.45553359389305115,9.999999747378752e-05,18.444622039794922,0.6203576326370239,0.22282609343528748,0.6481113433837891,18.035451889038086,0.8989899158477783,0.17693836987018585
2,0.5365612506866455,9.999999747378752e-05,17.909183502197266,0.6894790530204773,0.3334980309009552,0.6938369870185852,17.47411346435547,0.8656716346740723,0.3459244668483734
3,0.6057312488555908,9.999999747378752e-05,17.37367057800293,0.747195839881897,0.4278656244277954,0.7137176990509033,16.9578800201416,0.8443708419799805,0.5069582462310791
4,0.6422924995422363,9.999999747378752e-05,16.902427673339844,0.7672551870346069,0.47233203053474426,0.7137176990509033,16.492477416992188,0.8381502628326416,0.5765407681465149
5,0.6669960618019104,9.999999747378752e-05,16.42037010192871,0.7722263336181641,0.5192687511444092,0.7196819186210632,16.04740333557129,0.8415300250053406,0.6123260259628296
6,0.6798418760299683,9.999999747378752e-05,15.9768705368042,0.7868162989616394,0.554347813129425,0.7256461381912231,15.624103546142578,0.8293963074684143,0.628230631351471
7,0.7010869383811951,9.999999747378752e-05,15.554374694824219,0.7894737124443054,0.5854743123054504,0.7355864644050598,15.219099998474121,0.8251928091049194,0.6381709575653076
8,0.7356719374656677,9.999999747378752e-05,15.072689056396484,0.8200647234916687,0.6259881258010864,0.7534791231155396,14.794995307922363,0.8465473055839539,0.6580516695976257
9,0.742094874382019,9.999999747378752e-05,14.650683403015137,0.813474714756012,0.6442687511444092,0.7673956155776978,14.3930025100708,0.8535353541374207,0.6719681620597839
10,0.7544466257095337,9.999999747378752e-05,14.232170104980469,0.8281829357147217,0.6620553135871887,0.7654075622558594,13.979653358459473,0.845588207244873,0.6858847141265869
11,0.7727272510528564,9.999999747378752e-05,13.781831741333008,0.843656063079834,0.6931818127632141,0.7793240547180176,13.5864896774292,0.8385542035102844,0.6918489336967468
12,0.7806324362754822,9.999999747378752e-05,13.377224922180176,0.847305417060852,0.6991106867790222,0.7852882742881775,13.183198928833008,0.8497536778450012,0.6858847141265869
13,0.7880434989929199,9.999999747378752e-05,12.995157241821289,0.8375664353370667,0.7005928754806519,0.7693836688995361,12.819550514221191,0.8313252925872803,0.6858847141265869
14,0.7791501879692078,9.999999747378752e-05,12.606810569763184,0.8348837494850159,0.709486186504364,0.7793240547180176,12.448054313659668,0.8305882215499878,0.7017892599105835
15,0.7890316247940063,9.999999747378752e-05,12.237579345703125,0.8521288633346558,0.7317193746566772,0.763419508934021,12.129537582397461,0.8175519704818726,0.7037773132324219
16,0.7989130616188049,9.999999747378752e-05,11.825475692749023,0.8518518805503845,0.7386363744735718,0.7673956155776978,11.770895957946777,0.8127853870391846,0.7077534794807434
17,0.7994071245193481,9.999999747378752e-05,11.495075225830078,0.8528563380241394,0.7302371263504028,0.7872763276100159,11.399940490722656,0.8387850522994995,0.7137176990509033
18,0.8083003759384155,9.999999747378752e-05,11.135396003723145,0.8640776872634888,0.7475296258926392,0.7912524938583374,11.062093734741211,0.8265765905380249,0.7296222448348999
19,0.804347813129425,9.999999747378752e-05,10.7998046875,0.8527607321739197,0.7554348111152649,0.789264440536499,10.73233413696289,0.8276643753051758,0.7256461381912231
20,0.8295454382896423,9.999999747378752e-05,10.442933082580566,0.8702672719955444,0.7722331881523132,0.781312108039856,10.414972305297852,0.8210290670394897,0.7296222448348999
21,0.8325098752975464,9.999999747378752e-05,10.144194602966309,0.8738240003585815,0.7801383137702942,0.7773360013961792,10.112010955810547,0.8143176436424255,0.72365802526474
22,0.834486186504364,9.999999747378752e-05,9.803624153137207,0.8751375079154968,0.7860671877861023,0.7912524938583374,9.776771545410156,0.8366890549659729,0.7435387969017029
23,0.8265810012817383,9.999999747378752e-05,9.505719184875488,0.8638344407081604,0.7835968136787415,0.7852882742881775,9.502617835998535,0.8377193212509155,0.7594433426856995
24,0.8443675637245178,9.999999747378752e-05,9.190927505493164,0.8827059268951416,0.7994071245193481,0.7972167134284973,9.189128875732422,0.8358862400054932,0.7594433426856995
25,0.8512845635414124,9.999999747378752e-05,8.901983261108398,0.8858842849731445,0.8092885613441467,0.7932405471801758,8.925575256347656,0.8348017334938049,0.7534791231155396
26,0.8394268751144409,9.999999747378752e-05,8.640422821044922,0.8727762699127197,0.7999011874198914,0.8051689863204956,8.628913879394531,0.8427947759628296,0.7673956155776978
27,0.856225311756134,9.999999747378752e-05,8.340714454650879,0.8794023394584656,0.8142292499542236,0.8011928200721741,8.370251655578613,0.8377193212509155,0.7594433426856995
28,0.8616600632667542,9.999999747378752e-05,8.059303283691406,0.8890658020973206,0.8275691866874695,0.7852882742881775,8.152786254882812,0.8322147727012634,0.7395626306533813
29,0.8591897487640381,9.999999747378752e-05,7.815038681030273,0.8871821761131287,0.8275691866874695,0.8011928200721741,7.8782758712768555,0.8311688303947449,0.763419508934021
