epoch,accuracy,learning_rate,loss,precision_6,recall_6,val_accuracy,val_loss,val_precision_6,val_recall_6
0,0.2648221254348755,9.999999747378752e-05,19.317996978759766,0.32930514216423035,0.10770750790834427,0.45328032970428467,18.70262336730957,1.0,0.007952285930514336
1,0.43478259444236755,9.999999747378752e-05,18.479644775390625,0.597468376159668,0.23320157825946808,0.6163021922111511,18.01923942565918,0.8941176533699036,0.15109343826770782
2,0.5474308133125305,9.999999747378752e-05,17.858673095703125,0.6994923949241638,0.34041503071784973,0.6719681620597839,17.426130294799805,0.8619047403335571,0.3598409593105316
3,0.6111660003662109,9.999999747378752e-05,17.29886245727539,0.7464788556098938,0.44515809416770935,0.705765426158905,16.919851303100586,0.831615149974823,0.4811133146286011
